stage,fate,area1,area2,class,action,location
adult,adult,257.25,273.12,porites astreoides,grow,m
juvenile,juvenile,3.74,7.56,porites astreoides,grow,m
intermediate,intermediate,56.5,60.54,porites astreoides,grow,m
intermediate,intermediate,75.7,83.88,porites astreoides,grow,m
intermediate,intermediate,67.59,94.72,porites astreoides,grow,m
juvenile,juvenile,1.82,3.27,porites astreoides,grow,m
juvenile,juvenile,0.76,2.35,porites astreoides,grow,m
juvenile,juvenile,28.72,33.73,porites astreoides,grow,m
juvenile,juvenile,36.64,42.53,porites astreoides,grow,m
juvenile,juvenile,8.92,14.85,porites astreoides,grow,m
juvenile,juvenile,5.38,6.33,porites astreoides,grow,m
juvenile,intermediate,46.73,53.01,porites astreoides,grow,m
juvenile,juvenile,33.89,49.93,porites astreoides,grow,m
juvenile,intermediate,45.51,54.62,porites astreoides,grow,m
intermediate,intermediate,64.88,90.58,porites astreoides,grow,m
juvenile,juvenile,29.7,35.99,porites astreoides,grow,m
juvenile,juvenile,3.13,3.82,porites astreoides,grow,m
juvenile,juvenile,21.34,30.4,porites astreoides,grow,m
juvenile,juvenile,4.75,5.33,porites astreoides,grow,m
juvenile,juvenile,18.55,25.86,porites astreoides,grow,m
juvenile,juvenile,29.6,38.18,porites astreoides,grow,m
intermediate,intermediate,75.15,85.99,porites astreoides,grow,m
juvenile,juvenile,31.22,35.55,porites astreoides,grow,m
intermediate,intermediate,72.15,82.77,dlab,grow,m
intermediate,intermediate,54.88,59.39,porites astreoides,grow,m
juvenile,juvenile,2.45,2.94,porites astreoides,grow,m
juvenile,juvenile,30.48,38.73,porites astreoides,grow,m
intermediate,intermediate,62.87,71.24,porites astreoides,grow,m
adult,adult,178.77,204.78,porites astreoides,grow,m
adult,adult,112.5,126.4,porites astreoides,grow,m
juvenile,juvenile,29.69,39.88,porites astreoides,grow,m
intermediate,intermediate,51.62,57.48,porites astreoides,grow,m
juvenile,juvenile,31.22,36.61,porites astreoides,grow,m
juvenile,intermediate,49.4,61.21,porites astreoides,grow,m
adult,intermediate,143.2,88.56,porites astreoides,n/s,m
adult,juvenile,143.2,45.85,porites astreoides,n/s,m
intermediate,intermediate,87.5,89.68,porites astreoides,same,m
juvenile,juvenile,9.28,9.13,porites astreoides,same,m
juvenile,juvenile,30.42,29.83,porites astreoides,same,m
juvenile,juvenile,12.69,12.98,porites astreoides,same,m
juvenile,juvenile,30.23,31.51,porites astreoides,same,m
adult,adult,239.2,246.57,porites astreoides,same,m
intermediate,intermediate,86.06,84.42,porites astreoides,same,m
intermediate,intermediate,67.76,65.61,porites astreoides,same,m
adult,adult,123.91,126.59,porites astreoides,same,m
juvenile,juvenile,47.38,45.45,porites astreoides,same,m
intermediate,intermediate,54.99,53.71,porites astreoides,same,m
juvenile,juvenile,5.73,5.79,porites astreoides,same,m
intermediate,intermediate,94.73,98.89,porites astreoides,same,m
adult,adult,110.87,112.4,porites astreoides,same,m
juvenile,juvenile,7.36,4.27,porites astreoides,shrink,m
juvenile,juvenile,2.74,2.02,porites astreoides,shrink,m
adult,intermediate,122.66,84.99,porites astreoides,shrink,m
intermediate,juvenile,52.71,14.11,porites astreoides,shrink,m
adult,adult,260.3,244.17,porites astreoides,shrink,m
juvenile,juvenile,16.92,9.59,porites astreoides,shrink,m
intermediate,intermediate,59.38,56.13,porites astreoides,shrink,m
adult,intermediate,322.67,58.43,porites astreoides,shrink,m
adult,intermediate,322.67,67,porites astreoides,shrink,m
adult,juvenile,322.67,2.13,porites astreoides,shrink,m
juvenile,juvenile,21.1,15.32,porites astreoides,shrink,m
intermediate,intermediate,68.6,55.97,porites astreoides,shrink,m
juvenile,juvenile,38.66,4.27,porites astreoides,shrink,m
juvenile,juvenile,23.36,7.96,porites astreoides,shrink,m
juvenile,juvenile,3.29,2.41,porites astreoides,shrink,m
adult,intermediate,123.26,77.76,porites astreoides,shrink,m
juvenile,juvenile,25.19,20,porites astreoides,shrink,m
juvenile,juvenile,28.42,18.24,porites astreoides,shrink,m
juvenile,juvenile,10.61,9.78,porites astreoides,shrink,m
intermediate,intermediate,99.79,89.67,porites astreoides,shrink,m
juvenile,juvenile,25.01,1.71,porites astreoides,shrink,m
juvenile,juvenile,13.43,12.76,porites astreoides,shrink,m
juvenile,juvenile,11.42,5.29,porites astreoides,shrink,m
intermediate,juvenile,63.72,41.36,porites astreoides,shrink,m
intermediate,intermediate,72.74,54.86,porites astreoides,shrink,m
intermediate,intermediate,92.11,81.47,porites astreoides,shrink,m
juvenile,juvenile,26.71,21.93,porites astreoides,shrink,m
juvenile,juvenile,11.11,5.89,porites astreoides,shrink,m
intermediate,intermediate,96.7,76.63,porites astreoides,shrink,m
juvenile,juvenile,36.63,18.64,porites astreoides,shrink,m
adult,adult,152.22,129.97,porites astreoides,shrink,m
juvenile,juvenile,4.23,2.76,porites astreoides,shrink,m
NA,juvenile,0,2.65,porites astreoides,born,m
NA,juvenile,0,3.78,porites astreoides,born,m
NA,juvenile,0,3.56,porites astreoides,born,m
NA,juvenile,0,2.9,porites astreoides,born,m
NA,juvenile,0,3.5,porites astreoides,born,m
NA,juvenile,0,2.57,porites astreoides,born,m
NA,juvenile,0,2.79,porites astreoides,born,m
NA,juvenile,0,2.51,porites astreoides,born,m
juvenile,dead,9.75,0,porites astreoides,dead,m
juvenile,dead,2.61,0,porites astreoides,dead,m
juvenile,dead,2.6,0,porites astreoides,dead,m
intermediate,dead,70.97,0,porites astreoides,dead,m
juvenile,dead,11.21,0,porites astreoides,dead,m
juvenile,dead,21.21,0,porites astreoides,dead,m
juvenile,dead,2.48,0,porites astreoides,dead,m
juvenile,juvenile,38.64,46.66,porites astreoides,grow,m
juvenile,juvenile,14.51,19.23,porites astreoides,grow,m
juvenile,juvenile,11.32,15.7,porites astreoides,grow,m
juvenile,juvenile,22.14,27.94,porites astreoides,grow,m
intermediate,intermediate,51.79,75.37,porites astreoides,grow,m
juvenile,juvenile,3.1,5.14,porites astreoides,grow,m
juvenile,juvenile,3.63,8.02,porites astreoides,grow,m
juvenile,juvenile,4.87,7.54,porites astreoides,grow,m
juvenile,juvenile,5.62,7.11,porites astreoides,grow,m
juvenile,juvenile,6.65,10,porites astreoides,grow,m
intermediate,intermediate,92.1,98.69,porites astreoides,grow,m
juvenile,juvenile,2.43,3.27,porites astreoides,grow,m
juvenile,juvenile,26.55,31.11,porites astreoides,grow,m
intermediate,intermediate,64.61,72.37,porites astreoides,grow,m
juvenile,juvenile,12.7,15.67,porites astreoides,grow,m
adult,adult,135.84,144.99,porites astreoides,grow,m
juvenile,juvenile,15.1,33.6,porites astreoides,grow,m
intermediate,intermediate,52.74,58.82,porites astreoides,grow,m
juvenile,juvenile,34.3,39.56,porites astreoides,grow,m
juvenile,juvenile,5.76,7.95,porites astreoides,grow,m
juvenile,juvenile,2.97,3.36,porites astreoides,grow,m
juvenile,juvenile,2.45,3.18,porites astreoides,grow,m
juvenile,juvenile,3.54,5.16,porites astreoides,grow,m
intermediate,intermediate,69.29,80.07,porites astreoides,grow,m
juvenile,juvenile,18.77,31.45,porites astreoides,grow,m
juvenile,juvenile,2.18,2.63,porites astreoides,grow,m
juvenile,juvenile,28.07,35.43,porites astreoides,grow,m
juvenile,juvenile,2.27,4.25,porites astreoides,grow,m
juvenile,juvenile,23.21,24.57,porites astreoides,grow,m
juvenile,juvenile,8.33,9.71,porites astreoides,grow,m
juvenile,juvenile,4.28,7.08,porites astreoides,grow,m
juvenile,juvenile,5.25,7.59,porites astreoides,grow,m
juvenile,juvenile,25.1,31.98,porites astreoides,grow,m
juvenile,juvenile,3.12,6.7,porites astreoides,grow,m
juvenile,juvenile,11.54,14.1,porites astreoides,grow,m
juvenile,juvenile,19.72,33.87,porites astreoides,grow,m
juvenile,juvenile,2.95,3.84,porites astreoides,grow,m
juvenile,juvenile,2.44,3.13,porites astreoides,grow,m
adult,adult,100.32,107.35,porites astreoides,grow,m
juvenile,juvenile,19.57,23.52,porites astreoides,grow,m
juvenile,juvenile,9.34,13.92,porites astreoides,grow,m
juvenile,juvenile,3.3,4.66,porites astreoides,grow,m
juvenile,juvenile,4.78,10.86,porites astreoides,grow,m
juvenile,juvenile,32.89,37.18,porites astreoides,grow,m
juvenile,juvenile,2.75,4.94,porites astreoides,grow,m
juvenile,juvenile,2.21,3.49,porites astreoides,grow,m
juvenile,juvenile,3.48,4.62,porites astreoides,grow,m
juvenile,juvenile,12.43,19.4,porites astreoides,grow,m
juvenile,juvenile,33.06,40.64,porites astreoides,grow,m
juvenile,juvenile,35.93,45.48,porites astreoides,grow,m
intermediate,intermediate,58.88,61.85,porites astreoides,grow,m
juvenile,juvenile,5.04,7.34,porites astreoides,grow,m
juvenile,juvenile,17.58,20.53,porites astreoides,grow,m
intermediate,intermediate,67.79,74.62,porites astreoides,grow,m
juvenile,juvenile,4.61,5.95,porites astreoides,grow,m
juvenile,juvenile,11.95,14.98,porites astreoides,grow,m
juvenile,juvenile,7.18,13.85,porites astreoides,grow,m
juvenile,intermediate,29.43,51.37,porites astreoides,grow,m
juvenile,juvenile,19.58,22.06,porites astreoides,grow,m
juvenile,juvenile,35.28,44.14,porites astreoides,grow,m
intermediate,intermediate,76.25,93.38,porites astreoides,grow,m
juvenile,juvenile,9.45,13.78,porites astreoides,grow,m
juvenile,juvenile,12.45,22.93,porites astreoides,grow,m
juvenile,juvenile,20.51,23.6,porites astreoides,grow,m
juvenile,juvenile,16.37,21.04,porites astreoides,grow,m
juvenile,juvenile,35.37,41.81,porites astreoides,grow,m
juvenile,juvenile,4.34,4.96,porites astreoides,grow,m
intermediate,intermediate,63.28,75.96,porites astreoides,grow,m
juvenile,juvenile,35.83,44.69,porites astreoides,grow,m
intermediate,adult,96.96,108.53,porites astreoides,grow,m
juvenile,juvenile,3.99,11.39,porites astreoides,n/s,m
juvenile,juvenile,1.36,11.39,porites astreoides,n/s,m
juvenile,juvenile,18.99,6.5,porites astreoides,n/s,m
juvenile,juvenile,18.99,1.88,porites astreoides,n/s,m
juvenile,juvenile,21.1,42.12,porites astreoides,n/s,m
juvenile,juvenile,24.51,42.12,porites astreoides,n/s,m
adult,adult,267.64,288.33,porites astreoides,n/s,m
adult,juvenile,267.64,7.24,porites astreoides,n/s,m
intermediate,juvenile,57.82,34.36,porites astreoides,n/s,m
intermediate,juvenile,57.82,4.28,porites astreoides,n/s,m
intermediate,intermediate,95.02,86.13,porites astreoides,n/s,m
intermediate,juvenile,95.02,3.71,porites astreoides,n/s,m
juvenile,juvenile,21.42,20.91,porites astreoides,same,m
adult,adult,218.27,223.96,porites astreoides,same,m
adult,adult,183.4,186.54,porites astreoides,same,m
adult,adult,229.74,236.31,porites astreoides,same,m
intermediate,intermediate,77.75,78.7,porites astreoides,same,m
adult,adult,100.19,100.6,porites astreoides,same,m
adult,adult,125.91,129.48,porites astreoides,same,m
adult,adult,154.77,149.69,porites astreoides,same,m
adult,adult,395.66,403.9,porites astreoides,same,m
juvenile,juvenile,30.45,31.77,porites astreoides,same,m
juvenile,juvenile,47.41,45.99,porites astreoides,same,m
adult,adult,106.87,102.16,dlab,same,m
intermediate,intermediate,53.98,53.95,porites astreoides,same,m
intermediate,intermediate,72.63,74.12,porites astreoides,same,m
juvenile,juvenile,46.02,45.26,porites astreoides,same,m
adult,adult,159.55,161.68,porites astreoides,same,m
intermediate,intermediate,63.17,63.78,porites astreoides,same,m
juvenile,juvenile,26.12,25.11,porites astreoides,same,m
intermediate,intermediate,75.87,79.49,porites astreoides,same,m
intermediate,intermediate,84.7,83.16,porites astreoides,same,m
juvenile,juvenile,44.06,45.1,porites astreoides,same,m
adult,adult,111.44,111.69,dlab,same,m
juvenile,juvenile,23.66,22.88,porites astreoides,same,m
juvenile,juvenile,25.14,25.22,porites astreoides,same,m
juvenile,juvenile,23.47,23.01,porites astreoides,same,m
intermediate,juvenile,52.58,48.38,porites astreoides,shrink,m
juvenile,juvenile,8.62,7.08,porites astreoides,shrink,m
juvenile,juvenile,15.99,9.63,porites astreoides,shrink,m
juvenile,juvenile,36.49,18.93,porites astreoides,shrink,m
adult,adult,475.08,419.29,porites astreoides,shrink,m
adult,adult,134.7,120.99,porites astreoides,shrink,m
adult,intermediate,124.2,57.89,porites astreoides,shrink,m
juvenile,juvenile,49.3,40.31,porites astreoides,shrink,m
intermediate,intermediate,81.47,77.02,dlab,shrink,m
intermediate,intermediate,77.12,64.44,porites astreoides,shrink,m
juvenile,juvenile,4.9,2.91,porites astreoides,shrink,m
juvenile,juvenile,22.53,7.91,porites astreoides,shrink,m
adult,adult,151.93,144.59,porites astreoides,shrink,m
adult,adult,126.52,118.18,porites astreoides,shrink,m
juvenile,juvenile,2.78,2.16,porites astreoides,shrink,m
juvenile,juvenile,21.49,18.83,porites astreoides,shrink,m
juvenile,juvenile,31.51,24.09,porites astreoides,shrink,m
juvenile,juvenile,9.98,8.1,porites astreoides,shrink,m
juvenile,juvenile,15.82,10.7,porites astreoides,shrink,m
juvenile,juvenile,18.98,15.96,porites astreoides,shrink,m
juvenile,juvenile,33.3,27.56,porites astreoides,shrink,m
juvenile,juvenile,21.26,13.56,porites astreoides,shrink,m
juvenile,juvenile,18.98,17.15,porites astreoides,shrink,m
juvenile,juvenile,43.53,31.78,porites astreoides,shrink,m
intermediate,intermediate,65.67,56.52,porites astreoides,shrink,m
intermediate,intermediate,75.26,58.02,porites astreoides,shrink,m
juvenile,juvenile,16.58,12.54,porites astreoides,shrink,m
juvenile,juvenile,17.03,8.77,porites astreoides,shrink,m
NA,juvenile,0,3.4,porites astreoides,born,m
NA,juvenile,0,2.78,porites astreoides,born,m
NA,juvenile,0,2.27,porites astreoides,born,m
NA,juvenile,0,1.3,porites astreoides,born,m
NA,juvenile,0,1.32,porites astreoides,born,m
NA,juvenile,0,0.69,porites astreoides,born,m
juvenile,dead,2.56,0,porites astreoides,dead,m
juvenile,dead,1.81,0,porites astreoides,dead,m
juvenile,dead,4.94,0,porites astreoides,dead,m
juvenile,dead,0.95,0,porites astreoides,dead,m
juvenile,dead,2.47,0,porites astreoides,dead,m
juvenile,dead,1.45,0,porites astreoides,dead,m
adult,dead,229.22,0,dlab,dead,m
juvenile,dead,2.58,0,porites astreoides,dead,m
juvenile,dead,4.36,0,porites astreoides,dead,m
juvenile,dead,1.22,0,porites astreoides,dead,m
juvenile,dead,7.21,0,porites astreoides,dead,m
juvenile,dead,10.42,0,porites astreoides,dead,m
juvenile,juvenile,2.66,3.09,porites astreoides,grow,m
juvenile,juvenile,0.71,1.46,porites astreoides,grow,m
juvenile,juvenile,2.48,3.92,porites astreoides,grow,m
juvenile,juvenile,0.71,1.74,porites astreoides,grow,m
juvenile,juvenile,0.75,0.86,porites astreoides,grow,m
juvenile,juvenile,11.17,16.66,porites astreoides,grow,m
juvenile,juvenile,1.4,2.74,porites astreoides,grow,m
juvenile,juvenile,17.18,21.41,porites astreoides,grow,m
juvenile,juvenile,1.14,2.68,porites astreoides,grow,m
juvenile,juvenile,3.88,5.7,porites astreoides,grow,m
juvenile,juvenile,5.49,7.25,porites astreoides,grow,m
juvenile,juvenile,2.88,3.8,porites astreoides,grow,m
juvenile,juvenile,8.04,12.78,porites astreoides,grow,m
intermediate,intermediate,56.99,61.1,porites astreoides,grow,m
juvenile,juvenile,12.71,15.03,porites astreoides,grow,m
juvenile,juvenile,22.48,26.47,porites astreoides,grow,m
juvenile,juvenile,11.48,17.54,porites astreoides,grow,m
juvenile,juvenile,1.66,2.34,porites astreoides,grow,m
intermediate,intermediate,64.63,77.38,dlab,grow,m
juvenile,juvenile,8.51,10.21,porites astreoides,grow,m
juvenile,juvenile,2.33,4.66,porites astreoides,grow,m
juvenile,juvenile,31.7,38.92,porites astreoides,grow,m
juvenile,juvenile,4.01,4.32,porites astreoides,grow,m
juvenile,juvenile,6.83,7.74,porites astreoides,grow,m
juvenile,juvenile,4.78,7.36,porites astreoides,grow,m
juvenile,juvenile,3.44,9.73,porites astreoides,grow,m
juvenile,juvenile,15.39,21.13,porites astreoides,grow,m
juvenile,juvenile,3.01,6.77,porites astreoides,grow,m
juvenile,juvenile,2.75,4.03,porites astreoides,grow,m
juvenile,juvenile,9.68,19.89,porites astreoides,grow,m
intermediate,adult,93.62,109.46,porites astreoides,grow,m
juvenile,juvenile,5.05,6.92,porites astreoides,grow,m
juvenile,juvenile,2.66,4.82,porites astreoides,grow,m
juvenile,juvenile,2.26,5.94,porites astreoides,grow,m
juvenile,juvenile,1.12,2.67,porites astreoides,grow,m
juvenile,juvenile,2.07,4.7,porites astreoides,grow,m
juvenile,juvenile,0.4,0.93,porites astreoides,grow,m
intermediate,intermediate,73.92,78.28,porites astreoides,grow,m
juvenile,juvenile,3.61,4.13,porites astreoides,grow,m
adult,adult,107.67,122.13,porites astreoides,grow,m
juvenile,juvenile,2.86,4.34,porites astreoides,grow,m
juvenile,juvenile,4.86,6.36,porites astreoides,grow,m
juvenile,juvenile,2.6,8.31,porites astreoides,grow,m
juvenile,juvenile,1.41,2.36,porites astreoides,grow,m
juvenile,juvenile,8.77,9.79,porites astreoides,grow,m
juvenile,juvenile,2.05,2.88,porites astreoides,grow,m
intermediate,intermediate,57.87,61.49,porites astreoides,grow,m
juvenile,juvenile,4.59,7.71,porites astreoides,grow,m
juvenile,juvenile,1.33,2.54,porites astreoides,grow,m
juvenile,juvenile,5.47,7.38,porites astreoides,grow,m
juvenile,juvenile,2.66,4.46,porites astreoides,grow,m
juvenile,juvenile,2.54,4.77,porites astreoides,grow,m
juvenile,juvenile,1.61,2.28,porites astreoides,grow,m
juvenile,juvenile,0.71,1.1,porites astreoides,grow,m
juvenile,juvenile,0.93,3.26,porites astreoides,grow,m
juvenile,juvenile,9.95,11.12,porites astreoides,grow,m
juvenile,juvenile,16.3,19.22,porites astreoides,n/s,m
juvenile,juvenile,16.3,2.43,porites astreoides,n/s,m
juvenile,juvenile,21.36,20.51,porites astreoides,same,m
intermediate,intermediate,69.13,72.22,porites astreoides,same,m
juvenile,juvenile,38.48,39.2,porites astreoides,same,m
adult,adult,169.74,177.15,porites astreoides,same,m
juvenile,juvenile,24.66,24.76,porites astreoides,same,m
juvenile,juvenile,18.21,17.9,porites astreoides,same,m
juvenile,juvenile,5.49,5.67,porites astreoides,same,m
intermediate,intermediate,77.66,74.05,porites astreoides,same,m
adult,adult,235.16,245.41,dlab,same,m
intermediate,intermediate,65.06,66.82,porites astreoides,same,m
juvenile,juvenile,24.74,25.63,porites astreoides,same,m
juvenile,juvenile,13.83,13.21,porites astreoides,same,m
juvenile,juvenile,1.38,1.24,porites astreoides,shrink,m
juvenile,juvenile,28.31,12.08,porites astreoides,shrink,m
juvenile,juvenile,2.92,2.74,porites astreoides,shrink,m
juvenile,juvenile,14.44,12.81,porites astreoides,shrink,m
juvenile,juvenile,38.09,36.07,porites astreoides,shrink,m
juvenile,juvenile,33.94,28.15,dlab,shrink,m
juvenile,juvenile,2.12,1.23,porites astreoides,shrink,m
juvenile,juvenile,3.12,2.76,porites astreoides,shrink,m
intermediate,intermediate,64.44,55.08,porites astreoides,shrink,m
juvenile,juvenile,7.73,4.94,porites astreoides,shrink,m
juvenile,juvenile,0.92,0.67,porites astreoides,shrink,m
juvenile,juvenile,3.18,2.06,porites astreoides,shrink,m
intermediate,intermediate,89.5,82.48,porites astreoides,shrink,m
adult,adult,130.49,123.71,porites astreoides,shrink,m
juvenile,juvenile,2.39,1.69,porites astreoides,shrink,m
juvenile,juvenile,28.48,24.02,porites astreoides,shrink,m
NA,juvenile,0,3.08,porites astreoides,born,m
NA,juvenile,0,2.47,porites astreoides,born,m
NA,juvenile,0,1.35,porites astreoides,born,m
NA,juvenile,0,1.47,porites astreoides,born,m
NA,juvenile,0,3.4,porites astreoides,born,m
NA,juvenile,0,0.54,porites astreoides,born,m
NA,juvenile,0,0.7,porites astreoides,born,m
NA,juvenile,0,3.54,porites astreoides,born,m
juvenile,dead,12.32,0,porites astreoides,dead,m
juvenile,dead,3.66,0,porites astreoides,dead,m
juvenile,dead,2.58,0,porites astreoides,dead,m
