stage,fate,area1,area2,class,action,location
juvenile,juvenile,15.77,24.19,porites astreoides,grow,t
juvenile,juvenile,7.66,8.18,porites astreoides,grow,t
juvenile,juvenile,10.4,11.34,porites astreoides,grow,t
juvenile,juvenile,8.95,12.56,porites astreoides,grow,t
juvenile,juvenile,22.91,28.02,porites astreoides,grow,t
juvenile,juvenile,13.28,36.28,porites astreoides,grow,t
juvenile,juvenile,18.76,26.79,porites astreoides,grow,t
juvenile,juvenile,26.59,47.97,porites astreoides,grow,t
juvenile,juvenile,22.78,44.29,porites astreoides,grow,t
intermediate,intermediate,69.49,73.95,porites astreoides,grow,t
juvenile,juvenile,20.39,27.82,porites astreoides,grow,t
intermediate,adult,62.81,103.07,porites astreoides,grow,t
juvenile,juvenile,2.66,5.53,porites astreoides,grow,t
juvenile,juvenile,12.19,21.99,porites astreoides,grow,t
juvenile,juvenile,4.69,5.85,porites astreoides,grow,t
juvenile,juvenile,14.53,15.26,porites astreoides,grow,t
adult,adult,170.76,185.45,dlab,grow,t
juvenile,juvenile,15.06,21.33,porites astreoides,grow,t
juvenile,juvenile,17.8,22.06,porites astreoides,grow,t
juvenile,juvenile,11.9,19.96,porites astreoides,grow,t
adult,adult,169.8,182.2,porites astreoides,grow,t
juvenile,juvenile,4.64,8.67,porites astreoides,grow,t
juvenile,juvenile,3.59,8.27,porites astreoides,grow,t
juvenile,juvenile,43.69,47.57,porites astreoides,grow,t
juvenile,juvenile,14.36,15.81,porites astreoides,grow,t
juvenile,juvenile,41.17,43.37,porites astreoides,grow,t
juvenile,intermediate,44.24,57.52,porites astreoides,grow,t
juvenile,juvenile,9.84,15.79,porites astreoides,grow,t
juvenile,juvenile,9.29,13.72,porites astreoides,grow,t
juvenile,juvenile,15.4,18.45,porites astreoides,grow,t
intermediate,intermediate,74.88,90.05,porites astreoides,grow,t
juvenile,juvenile,13.79,17.62,porites astreoides,grow,t
juvenile,juvenile,12.33,18.29,porites astreoides,grow,t
juvenile,juvenile,5,8.32,porites astreoides,grow,t
juvenile,juvenile,12.03,25.33,porites astreoides,grow,t
juvenile,juvenile,4.66,5.7,porites astreoides,grow,t
juvenile,juvenile,14.81,19.72,porites astreoides,grow,t
juvenile,juvenile,20.03,22.85,porites astreoides,grow,t
juvenile,juvenile,8.65,16.3,porites astreoides,grow,t
juvenile,juvenile,1.37,2.64,porites astreoides,grow,t
juvenile,juvenile,1.96,2.94,porites astreoides,grow,t
juvenile,juvenile,14.66,16.49,porites astreoides,grow,t
juvenile,juvenile,30.72,38.82,porites astreoides,grow,t
juvenile,juvenile,20.27,36.06,porites astreoides,grow,t
juvenile,juvenile,40.85,44.51,porites astreoides,grow,t
juvenile,juvenile,14.99,29.68,porites astreoides,grow,t
juvenile,juvenile,6.83,8.15,porites astreoides,grow,t
juvenile,juvenile,4.51,8.65,porites astreoides,grow,t
juvenile,juvenile,7.21,9.03,porites astreoides,grow,t
juvenile,juvenile,9.64,17.7,porites astreoides,grow,t
juvenile,juvenile,19.85,28.59,porites astreoides,grow,t
juvenile,juvenile,3.31,17.1,porites astreoides,grow,t
juvenile,juvenile,14.99,23.89,porites astreoides,grow,t
juvenile,juvenile,4.08,10.38,porites astreoides,grow,t
juvenile,juvenile,15.01,30.22,porites astreoides,grow,t
juvenile,juvenile,12.48,24.76,porites astreoides,grow,t
juvenile,juvenile,9.72,17.63,porites astreoides,grow,t
juvenile,juvenile,6.23,12.77,porites astreoides,grow,t
juvenile,juvenile,5.25,10.33,porites astreoides,grow,t
juvenile,juvenile,6.23,18.5,porites astreoides,grow,t
juvenile,juvenile,6.22,8.17,porites astreoides,grow,t
juvenile,juvenile,8.65,16.84,porites astreoides,grow,t
juvenile,juvenile,19.32,24.05,porites astreoides,grow,t
juvenile,juvenile,5.71,9.62,porites astreoides,grow,t
juvenile,juvenile,28.03,35.05,porites astreoides,grow,t
juvenile,juvenile,5.54,10.2,porites astreoides,grow,t
juvenile,juvenile,4.76,6.32,porites astreoides,grow,t
juvenile,juvenile,23.67,28.28,porites astreoides,grow,t
juvenile,juvenile,9.82,25.77,porites astreoides,grow,t
juvenile,juvenile,20.55,28.32,porites astreoides,grow,t
juvenile,juvenile,14.3,17.15,porites astreoides,grow,t
juvenile,juvenile,41.49,46,porites astreoides,grow,t
intermediate,intermediate,52.4,55.78,porites astreoides,grow,t
juvenile,juvenile,14.92,45.06,porites astreoides,grow,t
juvenile,juvenile,2.43,2.93,porites astreoides,grow,t
juvenile,juvenile,2.83,4.41,porites astreoides,grow,t
adult,adult,270.41,274.13,porites astreoides,same,t
juvenile,juvenile,6.25,6.07,porites astreoides,same,t
juvenile,juvenile,17.84,17.36,porites astreoides,same,t
juvenile,juvenile,38.94,38.71,porites astreoides,same,t
intermediate,intermediate,66.81,66.56,porites astreoides,same,t
juvenile,juvenile,9.06,9.11,porites astreoides,same,t
juvenile,juvenile,34.15,33.92,porites astreoides,same,t
juvenile,juvenile,46.52,47.24,porites astreoides,same,t
intermediate,intermediate,57.3,58.44,porites astreoides,same,t
juvenile,juvenile,34.07,33.17,porites astreoides,same,t
juvenile,juvenile,6.05,5.85,porites astreoides,same,t
adult,adult,101.88,102.31,porites astreoides,same,t
juvenile,juvenile,10.66,8.62,porites astreoides,shrink,t
juvenile,juvenile,40.36,38.14,porites astreoides,shrink,t
juvenile,juvenile,4.99,1.72,porites astreoides,shrink,t
juvenile,juvenile,32.61,30.1,porites astreoides,shrink,t
juvenile,juvenile,9.36,5.12,porites astreoides,shrink,t
juvenile,juvenile,22.51,19.04,porites astreoides,shrink,t
juvenile,juvenile,24.94,19.86,porites astreoides,shrink,t
juvenile,juvenile,26.68,19.95,porites astreoides,shrink,t
juvenile,juvenile,30.85,29.15,porites astreoides,shrink,t
juvenile,juvenile,5.11,2.09,porites astreoides,shrink,t
juvenile,juvenile,2.69,0.79,porites astreoides,shrink,t
juvenile,juvenile,49.6,46.56,porites astreoides,shrink,t
juvenile,juvenile,30.45,25.59,porites astreoides,shrink,t
juvenile,juvenile,11.02,9.84,porites astreoides,shrink,t
juvenile,juvenile,39.32,30.87,porites astreoides,shrink,t
juvenile,juvenile,9.71,7.75,porites astreoides,shrink,t
juvenile,juvenile,16.25,10.81,porites astreoides,shrink,t
juvenile,juvenile,25.91,17.24,porites astreoides,shrink,t
juvenile,juvenile,16.56,14.74,porites astreoides,shrink,t
juvenile,juvenile,19.88,12.39,porites astreoides,shrink,t
juvenile,juvenile,26.45,23.56,porites astreoides,shrink,t
juvenile,juvenile,8.14,5.34,porites astreoides,shrink,t
juvenile,juvenile,17.32,14.04,porites astreoides,shrink,t
NA,juvenile,0,3.45,porites astreoides,born,t
NA,juvenile,0,0.68,porites astreoides,born,t
NA,juvenile,0,0.79,porites astreoides,born,t
NA,juvenile,0,1.48,porites astreoides,born,t
NA,juvenile,0,1.35,porites astreoides,born,t
NA,juvenile,0,2.29,porites astreoides,born,t
NA,juvenile,0,0.78,porites astreoides,born,t
NA,juvenile,0,1.3,porites astreoides,born,t
NA,juvenile,0,2.04,porites astreoides,born,t
NA,juvenile,0,2.06,porites astreoides,born,t
NA,juvenile,0,2.48,porites astreoides,born,t
NA,juvenile,0,2.13,porites astreoides,born,t
NA,juvenile,0,0.21,porites astreoides,born,t
juvenile,dead,5.2,0,porites astreoides,dead,t
juvenile,dead,37.44,0,porites astreoides,dead,t
juvenile,dead,14.35,0,porites astreoides,dead,t
juvenile,juvenile,10.61,22.1,porites astreoides,grow,t
juvenile,juvenile,21.27,31.25,porites astreoides,grow,t
juvenile,intermediate,28.43,60.8,porites astreoides,grow,t
intermediate,adult,84.1,163.16,dlab,grow,t
juvenile,intermediate,32.4,64.54,porites astreoides,grow,t
juvenile,intermediate,12.97,51.21,porites astreoides,grow,t
juvenile,juvenile,32.78,43.9,porites astreoides,grow,t
juvenile,juvenile,5.73,18.78,porites astreoides,grow,t
juvenile,juvenile,3.91,5.56,porites astreoides,grow,t
juvenile,juvenile,10.5,18.1,porites astreoides,grow,t
juvenile,juvenile,13.45,25.06,porites astreoides,grow,t
juvenile,juvenile,12.19,34.88,porites astreoides,grow,t
juvenile,intermediate,48.14,53.97,porites astreoides,grow,t
juvenile,juvenile,7.22,17.12,porites astreoides,grow,t
juvenile,juvenile,7.92,13.24,porites astreoides,grow,t
juvenile,juvenile,5.1,22.88,porites astreoides,grow,t
intermediate,adult,86.09,105.83,porites astreoides,grow,t
adult,adult,276.55,312.03,dlab,grow,t
juvenile,intermediate,42.77,69.3,porites astreoides,grow,t
intermediate,intermediate,59.28,69.66,porites astreoides,grow,t
intermediate,intermediate,75.05,79.94,porites astreoides,grow,t
intermediate,intermediate,80.28,96.76,porites astreoides,grow,t
juvenile,intermediate,33.98,59.82,porites astreoides,grow,t
intermediate,intermediate,83.52,95.15,porites astreoides,grow,t
intermediate,intermediate,53.56,69.67,porites astreoides,grow,t
juvenile,juvenile,27.61,29.13,porites astreoides,grow,t
juvenile,juvenile,18.39,22.27,porites astreoides,grow,t
juvenile,juvenile,30.08,33.34,porites astreoides,grow,t
juvenile,juvenile,4.29,6.88,porites astreoides,grow,t
juvenile,juvenile,20.37,35.55,porites astreoides,grow,t
juvenile,intermediate,40.66,78.17,porites astreoides,grow,t
juvenile,juvenile,14.52,25.89,porites astreoides,grow,t
juvenile,intermediate,47.47,86.67,porites astreoides,grow,t
juvenile,juvenile,18.07,31.98,porites astreoides,grow,t
intermediate,intermediate,61.9,81.78,porites astreoides,grow,t
juvenile,intermediate,37.45,53.7,porites astreoides,grow,t
juvenile,juvenile,15.82,17.66,porites astreoides,grow,t
juvenile,juvenile,14.88,23.05,porites astreoides,grow,t
juvenile,juvenile,1.64,4.37,porites astreoides,grow,t
juvenile,juvenile,11.73,18.7,porites astreoides,grow,t
juvenile,juvenile,0.93,3.03,porites astreoides,grow,t
juvenile,juvenile,9.5,16.18,porites astreoides,grow,t
juvenile,juvenile,4.56,13.48,porites astreoides,grow,t
juvenile,juvenile,2.73,10.6,porites astreoides,grow,t
juvenile,juvenile,2.12,4.98,porites astreoides,grow,t
juvenile,juvenile,6.88,14.06,porites astreoides,grow,t
juvenile,juvenile,7.21,10.9,porites astreoides,grow,t
juvenile,intermediate,44.23,66.15,porites astreoides,grow,t
juvenile,juvenile,1.86,2.62,porites astreoides,grow,t
juvenile,juvenile,9.29,25.31,porites astreoides,grow,t
juvenile,juvenile,18.19,19.7,porites astreoides,grow,t
juvenile,juvenile,16.34,26.55,porites astreoides,grow,t
juvenile,juvenile,17.79,39.62,porites astreoides,grow,t
juvenile,juvenile,11.82,35.07,porites astreoides,grow,t
juvenile,juvenile,23.43,38.5,porites astreoides,grow,t
intermediate,intermediate,75.19,83.5,porites astreoides,grow,t
juvenile,juvenile,11.1,26.48,porites astreoides,grow,t
juvenile,juvenile,14.62,19.12,porites astreoides,grow,t
intermediate,intermediate,54.74,64.76,porites astreoides,grow,t
juvenile,juvenile,21.24,27.6,porites astreoides,grow,t
intermediate,intermediate,71.57,91.4,porites astreoides,grow,t
juvenile,juvenile,12.68,20.22,porites astreoides,grow,t
juvenile,juvenile,5.88,12.27,porites astreoides,grow,t
juvenile,intermediate,33.96,70.71,porites astreoides,grow,t
juvenile,juvenile,18.7,32.96,porites astreoides,grow,t
juvenile,intermediate,48.99,90.2,porites astreoides,grow,t
juvenile,juvenile,1.12,3.58,porites astreoides,grow,t
juvenile,juvenile,6.87,8.87,porites astreoides,grow,t
juvenile,juvenile,7.96,14.5,porites astreoides,grow,t
juvenile,juvenile,5.31,14.33,porites astreoides,grow,t
juvenile,juvenile,35.61,43.74,porites astreoides,grow,t
juvenile,juvenile,3.74,10.77,porites astreoides,grow,t
juvenile,juvenile,16.42,22.89,porites astreoides,grow,t
juvenile,juvenile,3.78,10.04,porites astreoides,grow,t
juvenile,juvenile,32.36,42.87,porites astreoides,grow,t
juvenile,juvenile,1.65,2.73,porites astreoides,grow,t
juvenile,juvenile,4.98,11.47,porites astreoides,grow,t
juvenile,juvenile,3.7,8.4,porites astreoides,n/s,t
juvenile,juvenile,3.7,0.55,porites astreoides,n/s,t
juvenile,juvenile,3.7,0.26,porites astreoides,n/s,t
juvenile,juvenile,7.82,7.9,porites astreoides,same,t
adult,adult,134.64,133.79,porites astreoides,same,t
juvenile,juvenile,10.95,11.46,porites astreoides,same,t
intermediate,intermediate,66.49,68.1,porites astreoides,same,t
juvenile,juvenile,47.13,45.86,porites astreoides,same,t
adult,adult,122.91,119.14,porites astreoides,same,t
adult,adult,152.49,155.27,porites astreoides,same,t
juvenile,juvenile,35.75,35.48,porites astreoides,same,t
juvenile,juvenile,49.94,43.47,porites astreoides,shrink,t
intermediate,juvenile,61.95,44.92,porites astreoides,shrink,t
juvenile,juvenile,20.78,19.1,porites astreoides,shrink,t
juvenile,juvenile,19.11,15.93,porites astreoides,shrink,t
juvenile,juvenile,8.23,7.52,porites astreoides,shrink,t
NA,juvenile,0,2.55,porites astreoides,born,t
NA,juvenile,0,2.66,porites astreoides,born,t
NA,juvenile,0,2.55,porites astreoides,born,t
NA,juvenile,0,2.25,porites astreoides,born,t
NA,juvenile,0,3.03,porites astreoides,born,t
NA,juvenile,0,0.62,porites astreoides,born,t
NA,juvenile,0,1.85,porites astreoides,born,t
NA,juvenile,0,2.02,porites astreoides,born,t
NA,juvenile,0,1.27,porites astreoides,born,t
NA,juvenile,0,1.37,porites astreoides,born,t
NA,juvenile,0,1.71,porites astreoides,born,t
NA,juvenile,0,2.43,porites astreoides,born,t
NA,juvenile,0,2.34,porites astreoides,born,t
NA,juvenile,0,3.73,porites astreoides,born,t
NA,juvenile,0,2.18,porites astreoides,born,t
NA,juvenile,0,1.64,porites astreoides,born,t
NA,juvenile,0,2.01,porites astreoides,born,t
juvenile,dead,38.71,0,porites astreoides,dead,t
intermediate,dead,67.29,0,porites astreoides,dead,t
juvenile,juvenile,21.65,29.92,porites astreoides,grow,t
juvenile,juvenile,33.77,35.97,porites astreoides,grow,t
juvenile,juvenile,31.88,37.76,porites astreoides,grow,t
juvenile,juvenile,30.73,41.45,porites astreoides,grow,t
juvenile,juvenile,32.43,36.64,porites astreoides,grow,t
intermediate,adult,56.23,142.77,porites astreoides,grow,t
juvenile,juvenile,30.12,33.78,porites astreoides,grow,t
juvenile,juvenile,8.62,17.5,porites astreoides,grow,t
juvenile,juvenile,12.04,16.57,porites astreoides,grow,t
intermediate,adult,91.52,105.94,porites astreoides,grow,t
juvenile,juvenile,20.01,31.36,porites astreoides,grow,t
juvenile,juvenile,32.74,38.79,porites astreoides,grow,t
juvenile,juvenile,11.2,24.69,porites astreoides,grow,t
juvenile,juvenile,11.63,25.36,porites astreoides,grow,t
juvenile,juvenile,4.27,18.8,porites astreoides,grow,t
juvenile,juvenile,4.23,12.58,porites astreoides,grow,t
juvenile,juvenile,17.97,24.03,porites astreoides,grow,t
intermediate,intermediate,64.01,88.13,porites astreoides,grow,t
juvenile,intermediate,44.91,54.44,porites astreoides,grow,t
juvenile,juvenile,13.79,16.95,porites astreoides,grow,t
juvenile,juvenile,11.64,13.01,porites astreoides,grow,t
juvenile,juvenile,30.29,37.51,porites astreoides,grow,t
juvenile,juvenile,16.64,24.16,porites astreoides,grow,t
juvenile,juvenile,3.55,8.99,porites astreoides,grow,t
intermediate,intermediate,62.83,83.85,porites astreoides,grow,t
juvenile,juvenile,29.26,49.89,porites astreoides,grow,t
juvenile,juvenile,19.54,25.49,porites astreoides,grow,t
intermediate,intermediate,51.8,95.03,porites astreoides,grow,t
juvenile,juvenile,12.13,14.83,porites astreoides,grow,t
intermediate,adult,84.09,119.23,porites astreoides,grow,t
adult,adult,101.86,108.44,porites astreoides,grow,t
juvenile,juvenile,14.29,24.73,porites astreoides,grow,t
intermediate,intermediate,86.13,96.49,porites astreoides,grow,t
juvenile,juvenile,1.53,2.43,porites astreoides,grow,t
juvenile,juvenile,10.74,18.35,porites astreoides,grow,t
juvenile,juvenile,25.73,33.54,porites astreoides,grow,t
juvenile,juvenile,6.17,12.42,porites astreoides,grow,t
juvenile,juvenile,4.54,8.91,porites astreoides,grow,t
juvenile,juvenile,4.91,21.62,porites astreoides,grow,t
juvenile,juvenile,6.49,9.51,porites astreoides,grow,t
juvenile,juvenile,10.46,21.46,porites astreoides,grow,t
juvenile,juvenile,2.07,4.31,porites astreoides,grow,t
juvenile,juvenile,19.63,22.36,porites astreoides,grow,t
juvenile,juvenile,7.37,12.52,porites astreoides,grow,t
juvenile,juvenile,12.71,20.99,porites astreoides,grow,t
juvenile,juvenile,26.73,29.74,porites astreoides,grow,t
juvenile,juvenile,2.33,7.83,porites astreoides,grow,t
juvenile,juvenile,5.54,11.8,porites astreoides,grow,t
juvenile,juvenile,19.37,33.46,porites astreoides,grow,t
juvenile,juvenile,2.72,7,porites astreoides,grow,t
juvenile,juvenile,6.38,11.1,porites astreoides,grow,t
juvenile,juvenile,2.02,3.77,porites astreoides,grow,t
juvenile,juvenile,6.7,12.1,porites astreoides,grow,t
juvenile,juvenile,12.66,17.93,porites astreoides,grow,t
juvenile,juvenile,9.94,13.93,porites astreoides,grow,t
juvenile,juvenile,4.66,6.94,porites astreoides,grow,t
juvenile,juvenile,0.68,2.64,porites astreoides,grow,t
juvenile,juvenile,0.42,1.51,porites astreoides,grow,t
juvenile,juvenile,16.82,37.08,porites astreoides,grow,t
juvenile,juvenile,21.97,29.74,porites astreoides,grow,t
juvenile,juvenile,3.26,7.31,porites astreoides,grow,t
juvenile,juvenile,19.03,26.78,porites astreoides,grow,t
juvenile,juvenile,21.91,36.34,porites astreoides,grow,t
juvenile,juvenile,1.31,2.03,porites astreoides,grow,t
juvenile,juvenile,3.78,4.16,porites astreoides,grow,t
juvenile,juvenile,12.85,30.46,porites astreoides,grow,t
juvenile,juvenile,37.08,45.11,porites astreoides,grow,t
juvenile,juvenile,11.67,20.78,porites astreoides,grow,t
juvenile,juvenile,3.08,6.81,porites astreoides,grow,t
juvenile,juvenile,9.1,18.57,porites astreoides,grow,t
juvenile,juvenile,10.54,13.77,porites astreoides,grow,t
juvenile,juvenile,4.69,25.66,porites astreoides,grow,t
juvenile,juvenile,13.07,14,porites astreoides,grow,t
juvenile,juvenile,30.02,36.04,porites astreoides,grow,t
adult,adult,127.3,223.01,porites astreoides,grow,t
juvenile,juvenile,17.06,22.17,porites astreoides,grow,t
juvenile,juvenile,5.83,17.66,porites astreoides,grow,t
juvenile,juvenile,0.77,3.27,porites astreoides,grow,t
juvenile,juvenile,32.08,41.89,porites astreoides,grow,t
juvenile,juvenile,2.67,7.59,porites astreoides,grow,t
juvenile,juvenile,7.82,14.23,porites astreoides,grow,t
juvenile,juvenile,0.85,2.46,porites astreoides,grow,t
intermediate,intermediate,51.53,64.84,porites astreoides,grow,t
juvenile,juvenile,2.09,5.07,porites astreoides,grow,t
juvenile,juvenile,6.39,14.37,porites astreoides,grow,t
juvenile,juvenile,1.09,2.78,porites astreoides,grow,t
juvenile,juvenile,7.8,16.56,porites astreoides,grow,t
juvenile,juvenile,3.54,4.72,porites astreoides,grow,t
juvenile,juvenile,3.82,7.03,porites astreoides,grow,t
juvenile,juvenile,6.15,22.81,porites astreoides,grow,t
juvenile,juvenile,5.99,16.19,porites astreoides,grow,t
juvenile,juvenile,0.59,4.91,porites astreoides,grow,t
juvenile,juvenile,3.03,4.62,porites astreoides,grow,t
juvenile,juvenile,2.39,4.76,porites astreoides,grow,t
juvenile,juvenile,2.24,3.42,porites astreoides,grow,t
juvenile,juvenile,1.15,1.34,porites astreoides,grow,t
juvenile,juvenile,0.92,2.21,porites astreoides,grow,t
juvenile,juvenile,0.63,0.72,porites astreoides,grow,t
juvenile,juvenile,26.41,5.63,porites astreoides,n/s,t
juvenile,juvenile,26.41,4.09,porites astreoides,n/s,t
juvenile,juvenile,24.68,30.67,porites astreoides,n/s,t
juvenile,juvenile,2.88,30.67,porites astreoides,n/s,t
intermediate,intermediate,91.38,89.92,porites astreoides,same,t
juvenile,juvenile,44.81,45.72,porites astreoides,same,t
juvenile,juvenile,22.48,22.17,porites astreoides,same,t
juvenile,juvenile,43.58,45.72,porites astreoides,same,t
adult,adult,120.63,119.61,porites astreoides,same,t
adult,adult,151.38,146.15,dlab,same,t
juvenile,juvenile,9.55,9.81,porites astreoides,same,t
juvenile,juvenile,15.03,14.32,porites astreoides,same,t
juvenile,juvenile,8.6,8.35,porites astreoides,same,t
juvenile,juvenile,5.25,5.24,porites astreoides,same,t
adult,intermediate,121.23,99.29,porites astreoides,shrink,t
intermediate,intermediate,54.86,51.82,porites astreoides,shrink,t
juvenile,juvenile,29.57,25.87,porites astreoides,shrink,t
juvenile,juvenile,18.67,17.55,porites astreoides,shrink,t
juvenile,juvenile,16.16,7.47,porites astreoides,shrink,t
juvenile,juvenile,16.33,10.83,porites astreoides,shrink,t
juvenile,juvenile,40.02,10.55,porites astreoides,shrink,t
juvenile,juvenile,39.04,27.56,porites astreoides,shrink,t
intermediate,juvenile,68.16,45.64,porites astreoides,shrink,t
juvenile,juvenile,24.2,22.97,porites astreoides,shrink,t
juvenile,juvenile,45.8,40.09,porites astreoides,shrink,t
juvenile,juvenile,11.35,4.14,porites astreoides,shrink,t
juvenile,juvenile,19.13,17.2,porites astreoides,shrink,t
juvenile,juvenile,0.73,0.68,porites astreoides,shrink,t
intermediate,intermediate,71.24,66.84,porites astreoides,shrink,t
juvenile,juvenile,4.15,2.67,porites astreoides,shrink,t
juvenile,juvenile,20.15,11.87,porites astreoides,shrink,t
juvenile,juvenile,25.25,10.55,porites astreoides,shrink,t
juvenile,juvenile,4.22,2.67,porites astreoides,shrink,t
NA,juvenile,0,2.59,porites astreoides,born,t
NA,juvenile,0,2.28,porites astreoides,born,t
juvenile,dead,20.68,0,porites astreoides,dead,t
juvenile,dead,9.13,0,porites astreoides,dead,t
juvenile,intermediate,31.56,66.09,porites astreoides,grow,t
intermediate,intermediate,67.55,74.58,porites astreoides,grow,t
juvenile,intermediate,33.46,96.15,porites astreoides,grow,t
juvenile,juvenile,20.07,38.39,porites astreoides,grow,t
juvenile,juvenile,36.27,40.77,porites astreoides,grow,t
adult,adult,116.21,138.6,porites astreoides,grow,t
adult,adult,125.02,141.56,porites astreoides,grow,t
intermediate,intermediate,60.67,72.05,porites astreoides,grow,t
juvenile,juvenile,17.11,25.71,porites astreoides,grow,t
intermediate,intermediate,64.02,76.61,porites astreoides,grow,t
juvenile,juvenile,13.89,14.84,porites astreoides,grow,t
juvenile,juvenile,11.09,17.48,porites astreoides,grow,t
intermediate,adult,99,116.24,porites astreoides,grow,t
juvenile,juvenile,5.65,8.56,porites astreoides,grow,t
juvenile,juvenile,32.41,42.01,porites astreoides,grow,t
juvenile,juvenile,23.29,24.87,porites astreoides,grow,t
juvenile,juvenile,33.23,48.65,porites astreoides,grow,t
juvenile,juvenile,41.34,46.55,porites astreoides,grow,t
juvenile,juvenile,27.19,31.17,porites astreoides,grow,t
juvenile,intermediate,46.78,50.27,porites astreoides,grow,t
juvenile,intermediate,26.48,65.48,porites astreoides,grow,t
juvenile,intermediate,42.45,65.48,porites astreoides,grow,t
juvenile,juvenile,28.41,35.01,porites astreoides,grow,t
intermediate,intermediate,57.96,71.87,porites astreoides,grow,t
juvenile,juvenile,34.16,47.41,porites astreoides,grow,t
juvenile,juvenile,6.15,8.49,porites astreoides,grow,t
juvenile,juvenile,45.01,48.05,porites astreoides,grow,t
juvenile,juvenile,2.64,4.15,porites astreoides,grow,t
juvenile,juvenile,38.2,47.01,porites astreoides,grow,t
juvenile,juvenile,9.88,11.92,porites astreoides,grow,t
intermediate,intermediate,59.46,83.29,porites astreoides,grow,t
juvenile,juvenile,20.87,36.6,porites astreoides,grow,t
intermediate,intermediate,72.16,87,porites astreoides,grow,t
juvenile,juvenile,3.9,4.31,porites astreoides,grow,t
juvenile,juvenile,11.67,15.85,porites astreoides,grow,t
juvenile,intermediate,47.93,57.72,porites astreoides,grow,t
juvenile,intermediate,37.55,95.86,porites astreoides,grow,t
juvenile,intermediate,29.71,95.86,porites astreoides,grow,t
juvenile,juvenile,27.71,29.63,porites astreoides,grow,t
juvenile,juvenile,20.13,31.06,porites astreoides,grow,t
juvenile,juvenile,10.28,20.39,porites astreoides,grow,t
juvenile,juvenile,22.74,31.42,porites astreoides,grow,t
juvenile,juvenile,23.41,28.59,porites astreoides,grow,t
juvenile,juvenile,27.83,38.71,porites astreoides,grow,t
juvenile,adult,34.7,370.06,porites astreoides,grow,t
adult,adult,292.73,370.06,porites astreoides,grow,t
juvenile,juvenile,26.9,34.23,porites astreoides,grow,t
juvenile,juvenile,24.77,38.41,porites astreoides,grow,t
intermediate,intermediate,61.44,75.45,porites astreoides,grow,t
juvenile,juvenile,12.75,14.11,porites astreoides,grow,t
adult,adult,124.69,135.09,porites astreoides,grow,t
juvenile,juvenile,20.86,28.1,porites astreoides,grow,t
juvenile,juvenile,10.92,16.08,porites astreoides,grow,t
intermediate,intermediate,50.77,61.08,porites astreoides,grow,t
juvenile,juvenile,4.07,6.98,porites astreoides,grow,t
intermediate,intermediate,54.09,61.39,porites astreoides,grow,t
juvenile,juvenile,9.74,17.34,porites astreoides,grow,t
juvenile,juvenile,29.37,46.62,porites astreoides,grow,t
juvenile,juvenile,2.32,8.66,porites astreoides,grow,t
juvenile,juvenile,1.59,5.67,porites astreoides,grow,t
juvenile,juvenile,5.93,12.72,porites astreoides,grow,t
juvenile,juvenile,18.64,27.2,porites astreoides,grow,t
juvenile,juvenile,4.92,10.07,porites astreoides,grow,t
juvenile,juvenile,5.74,8.28,porites astreoides,grow,t
juvenile,juvenile,3.88,6.96,porites astreoides,grow,t
juvenile,intermediate,38.58,58.29,porites astreoides,grow,t
juvenile,intermediate,47.54,50.05,porites astreoides,grow,t
juvenile,juvenile,9.28,18.25,porites astreoides,grow,t
juvenile,juvenile,5.52,14.53,porites astreoides,grow,t
juvenile,juvenile,21.31,28.69,porites astreoides,grow,t
juvenile,juvenile,1.71,6.02,porites astreoides,grow,t
juvenile,juvenile,3.43,5.58,porites astreoides,grow,t
juvenile,juvenile,18.21,30.27,porites astreoides,grow,t
juvenile,juvenile,7.53,8.87,porites astreoides,grow,t
juvenile,juvenile,2.41,3.39,porites astreoides,grow,t
juvenile,juvenile,9.09,9.71,porites astreoides,grow,t
juvenile,juvenile,8.04,31.81,porites astreoides,n/s,t
juvenile,juvenile,6.01,31.81,porites astreoides,n/s,t
juvenile,juvenile,5.55,29.3,porites astreoides,n/s,t
juvenile,juvenile,9.3,29.3,porites astreoides,n/s,t
juvenile,juvenile,43.17,3.83,porites astreoides,n/s,t
juvenile,juvenile,43.17,0.42,porites astreoides,n/s,t
juvenile,juvenile,43.17,0.48,porites astreoides,n/s,t
juvenile,juvenile,20.39,19.77,porites astreoides,same,t
juvenile,juvenile,33.31,34.79,porites astreoides,same,t
intermediate,intermediate,59.77,59.09,porites astreoides,same,t
juvenile,juvenile,41.99,42.28,porites astreoides,same,t
intermediate,intermediate,61.59,62.42,porites astreoides,same,t
intermediate,intermediate,53.95,54.49,porites astreoides,same,t
juvenile,juvenile,21.2,20.31,porites astreoides,same,t
intermediate,intermediate,74.83,75.26,porites astreoides,same,t
juvenile,juvenile,45.3,43.86,porites astreoides,same,t
juvenile,juvenile,12.17,12.73,porites astreoides,same,t
juvenile,juvenile,27.63,28.09,porites astreoides,same,t
intermediate,juvenile,75.66,37.68,porites astreoides,shrink,t
juvenile,juvenile,30.75,20.69,porites astreoides,shrink,t
juvenile,juvenile,6.81,5.49,porites astreoides,shrink,t
juvenile,juvenile,23.71,18.51,porites astreoides,shrink,t
juvenile,juvenile,30.07,19.88,porites astreoides,shrink,t
adult,intermediate,103.08,82.77,dlab,shrink,t
intermediate,juvenile,55.55,44.12,porites astreoides,shrink,t
