stage,fate,area1,area2,class,action,location
adult,adult,130.57,155,porites astreoides,grow,t
juvenile,juvenile,4.34,6.15,porites astreoides,grow,t
juvenile,intermediate,40.76,51.16,porites astreoides,grow,t
juvenile,juvenile,29.63,32.94,porites astreoides,grow,t
juvenile,intermediate,43,57.39,porites astreoides,grow,t
juvenile,juvenile,18.19,25.19,porites astreoides,grow,t
juvenile,juvenile,19.88,22.36,porites astreoides,grow,t
juvenile,juvenile,20.35,28.75,porites astreoides,grow,t
juvenile,juvenile,27.41,39.26,porites astreoides,grow,t
juvenile,juvenile,5.87,8.79,porites astreoides,grow,t
intermediate,intermediate,87.75,93.55,porites astreoides,grow,t
intermediate,intermediate,53.06,71.86,porites astreoides,grow,t
juvenile,juvenile,7.51,10.5,porites astreoides,grow,t
juvenile,juvenile,28.82,35.34,porites astreoides,grow,t
juvenile,intermediate,48.73,64.32,porites astreoides,grow,t
juvenile,juvenile,23.39,41.3,porites astreoides,grow,t
intermediate,intermediate,50.81,71.52,porites astreoides,grow,t
juvenile,juvenile,14.52,17.22,porites astreoides,grow,t
intermediate,intermediate,71.05,91.26,porites astreoides,grow,t
intermediate,intermediate,68.2,78.99,porites astreoides,grow,t
juvenile,juvenile,35.38,39.07,porites astreoides,grow,t
juvenile,juvenile,15.42,18.31,porites astreoides,grow,t
juvenile,intermediate,43.58,53.45,porites astreoides,grow,t
juvenile,juvenile,35.11,45.46,porites astreoides,grow,t
adult,adult,193.15,205.11,porites astreoides,grow,t
adult,adult,109.96,151.39,porites astreoides,grow,t
juvenile,intermediate,45.89,56.19,porites astreoides,grow,t
intermediate,adult,89.34,105.72,porites astreoides,grow,t
juvenile,juvenile,27.09,31.62,porites astreoides,grow,t
juvenile,juvenile,21.98,28.09,porites astreoides,grow,t
juvenile,juvenile,7.98,14.4,porites astreoides,grow,t
juvenile,juvenile,10.61,19.5,porites astreoides,grow,t
juvenile,juvenile,31.4,47.75,porites astreoides,grow,t
intermediate,intermediate,75.8,92.26,porites astreoides,grow,t
juvenile,juvenile,41.6,43.77,porites astreoides,grow,t
juvenile,juvenile,24.15,31.69,porites astreoides,grow,t
juvenile,juvenile,4.64,7.69,porites astreoides,grow,t
juvenile,juvenile,27.87,47.78,porites astreoides,grow,t
juvenile,juvenile,2.79,7.38,porites astreoides,grow,t
intermediate,intermediate,53.28,57.49,porites astreoides,grow,t
juvenile,juvenile,2.79,5.46,porites astreoides,grow,t
juvenile,juvenile,30.98,40.89,porites astreoides,grow,t
intermediate,intermediate,63.34,69.76,porites astreoides,grow,t
juvenile,juvenile,29.8,35.53,porites astreoides,grow,t
juvenile,juvenile,23,30.64,porites astreoides,grow,t
juvenile,juvenile,28.93,44.23,porites astreoides,grow,t
juvenile,juvenile,8.2,13.91,porites astreoides,grow,t
juvenile,juvenile,31.72,39.42,porites astreoides,grow,t
intermediate,adult,95.66,126.4,porites astreoides,grow,t
juvenile,juvenile,30.89,36.15,porites astreoides,grow,t
juvenile,juvenile,4.6,7.57,porites astreoides,grow,t
juvenile,juvenile,3.14,11.02,porites astreoides,grow,t
juvenile,juvenile,12.47,15.31,porites astreoides,grow,t
juvenile,juvenile,16.08,23.53,porites astreoides,grow,t
juvenile,juvenile,4.98,6.2,porites astreoides,grow,t
juvenile,juvenile,5.19,9.17,porites astreoides,grow,t
juvenile,juvenile,6.65,15.4,porites astreoides,grow,t
juvenile,juvenile,5.05,12.36,porites astreoides,grow,t
juvenile,juvenile,6.31,11.02,porites astreoides,grow,t
juvenile,juvenile,4.43,7.53,porites astreoides,grow,t
juvenile,juvenile,6.83,12.4,porites astreoides,grow,t
juvenile,juvenile,20.09,23.9,porites astreoides,grow,t
juvenile,juvenile,1.21,2.6,porites astreoides,grow,t
juvenile,juvenile,5.04,7.66,porites astreoides,grow,t
juvenile,juvenile,1.73,2.77,porites astreoides,grow,t
juvenile,juvenile,0.88,1.18,porites astreoides,grow,t
juvenile,juvenile,3,4.75,porites astreoides,grow,t
juvenile,juvenile,1.36,4.05,porites astreoides,grow,t
juvenile,juvenile,9.28,11.43,porites astreoides,grow,t
juvenile,juvenile,9.72,13.67,porites astreoides,grow,t
juvenile,juvenile,9.54,17.03,porites astreoides,grow,t
juvenile,juvenile,8.63,9.39,porites astreoides,grow,t
juvenile,juvenile,9.56,11.21,porites astreoides,grow,t
juvenile,juvenile,3.46,12.53,porites astreoides,grow,t
juvenile,juvenile,4.07,24.2,porites astreoides,grow,t
juvenile,juvenile,3.23,4.39,porites astreoides,grow,t
juvenile,juvenile,23.17,27.44,porites astreoides,grow,t
juvenile,juvenile,6.66,13.87,porites astreoides,grow,t
juvenile,juvenile,3.67,8.98,porites astreoides,grow,t
juvenile,juvenile,2.49,5.75,porites astreoides,grow,t
juvenile,juvenile,29.36,36.49,porites astreoides,grow,t
juvenile,juvenile,1.78,3.71,porites astreoides,grow,t
juvenile,intermediate,19.97,52.1,porites astreoides,grow,t
juvenile,juvenile,7.52,10.26,porites astreoides,grow,t
juvenile,juvenile,14.82,22.83,porites astreoides,grow,t
juvenile,juvenile,16.28,18.57,porites astreoides,grow,t
juvenile,juvenile,37.67,42.02,porites astreoides,grow,t
juvenile,juvenile,7.42,7.87,porites astreoides,grow,t
juvenile,juvenile,2.84,3.37,porites astreoides,grow,t
juvenile,juvenile,19.61,20.94,porites astreoides,grow,t
juvenile,juvenile,20.18,21.47,porites astreoides,grow,t
juvenile,juvenile,1.43,2.09,porites astreoides,grow,t
juvenile,juvenile,2.89,10.13,porites astreoides,grow,t
juvenile,juvenile,17.26,25.41,porites astreoides,grow,t
juvenile,juvenile,9.38,10.12,porites astreoides,grow,t
juvenile,juvenile,4.91,12.82,porites astreoides,grow,t
juvenile,juvenile,29.44,31.06,porites astreoides,grow,t
intermediate,juvenile,76.86,28.14,porites astreoides,n/s,t
intermediate,juvenile,76.86,24.93,porites astreoides,n/s,t
juvenile,juvenile,7.51,7.75,porites astreoides,same,t
juvenile,juvenile,12.69,12.52,porites astreoides,same,t
juvenile,juvenile,6.44,6.28,porites astreoides,same,t
juvenile,juvenile,11.15,10.68,porites astreoides,same,t
juvenile,juvenile,18.74,19.65,porites astreoides,same,t
intermediate,intermediate,78.03,79.38,porites astreoides,same,t
juvenile,intermediate,48.69,50.05,porites astreoides,same,t
juvenile,juvenile,38.69,37.13,porites astreoides,same,t
juvenile,juvenile,5.04,5.18,porites astreoides,same,t
intermediate,intermediate,57.87,58.7,porites astreoides,same,t
adult,intermediate,101.69,97.17,porites astreoides,same,t
adult,adult,105,106.3,porites astreoides,same,t
intermediate,intermediate,68.88,70.27,porites astreoides,same,t
adult,adult,138.49,143.19,porites astreoides,same,t
adult,adult,361.9,378.63,dlab,same,t
intermediate,intermediate,63.32,62.14,porites astreoides,same,t
intermediate,intermediate,89.89,92.79,porites astreoides,same,t
juvenile,juvenile,2.04,2.08,porites astreoides,same,t
juvenile,juvenile,25.82,25.21,porites astreoides,same,t
juvenile,juvenile,10.61,10.91,porites astreoides,same,t
juvenile,juvenile,10.58,10.65,porites astreoides,same,t
juvenile,juvenile,12.66,8.49,porites astreoides,shrink,t
juvenile,juvenile,36.9,32.9,porites astreoides,shrink,t
juvenile,juvenile,12.35,9.15,porites astreoides,shrink,t
intermediate,juvenile,51.94,49.46,porites astreoides,shrink,t
juvenile,juvenile,6.98,5.2,porites astreoides,shrink,t
juvenile,juvenile,7.86,4.54,porites astreoides,shrink,t
juvenile,juvenile,13.96,13,porites astreoides,shrink,t
intermediate,juvenile,54.82,46.25,porites astreoides,shrink,t
juvenile,juvenile,42.31,37.1,porites astreoides,shrink,t
intermediate,juvenile,68.1,42.59,porites astreoides,shrink,t
juvenile,juvenile,32.19,17.71,porites astreoides,shrink,t
intermediate,intermediate,94.18,86.95,porites astreoides,shrink,t
intermediate,juvenile,69.54,44.22,porites astreoides,shrink,t
adult,intermediate,139.34,77.47,dlab,shrink,t
adult,intermediate,102.98,95.34,porites astreoides,shrink,t
intermediate,intermediate,79.11,56.88,porites astreoides,shrink,t
intermediate,juvenile,57.55,33.46,porites astreoides,shrink,t
juvenile,juvenile,7.82,6.97,porites astreoides,shrink,t
adult,intermediate,101.51,77.68,porites astreoides,shrink,t
juvenile,juvenile,39.93,33.07,porites astreoides,shrink,t
intermediate,intermediate,63.24,59.6,porites astreoides,shrink,t
juvenile,juvenile,37.55,32.94,porites astreoides,shrink,t
adult,juvenile,103.07,43.82,porites astreoides,shrink,t
intermediate,intermediate,56.14,51.5,porites astreoides,shrink,t
juvenile,juvenile,43.52,36.04,porites astreoides,shrink,t
juvenile,juvenile,41.32,29.04,porites astreoides,shrink,t
juvenile,juvenile,18.74,15.95,porites astreoides,shrink,t
juvenile,juvenile,21.67,7.96,porites astreoides,shrink,t
juvenile,juvenile,31.49,24.03,porites astreoides,shrink,t
intermediate,juvenile,56.11,45.25,porites astreoides,shrink,t
juvenile,juvenile,44.48,33,porites astreoides,shrink,t
juvenile,juvenile,19.98,18.33,porites astreoides,shrink,t
intermediate,intermediate,84.33,79.29,porites astreoides,shrink,t
intermediate,intermediate,64.35,52.33,porites astreoides,shrink,t
intermediate,intermediate,87.67,54.85,porites astreoides,shrink,t
intermediate,intermediate,75.64,62.9,porites astreoides,shrink,t
intermediate,intermediate,72.44,66.92,porites astreoides,shrink,t
juvenile,juvenile,23.06,21.63,porites astreoides,shrink,t
juvenile,juvenile,30.82,27,porites astreoides,shrink,t
juvenile,juvenile,7.01,5.31,porites astreoides,shrink,t
juvenile,juvenile,5.49,4.55,porites astreoides,shrink,t
juvenile,juvenile,15.66,14.27,porites astreoides,shrink,t
juvenile,juvenile,7.63,6.16,porites astreoides,shrink,t
juvenile,juvenile,8.37,7.45,porites astreoides,shrink,t
NA,juvenile,0,0.91,porites astreoides,born,t
NA,juvenile,0,1.46,porites astreoides,born,t
NA,juvenile,0,0.28,porites astreoides,born,t
NA,juvenile,0,1.16,porites astreoides,born,t
NA,juvenile,0,0.72,porites astreoides,born,t
NA,juvenile,0,0.53,porites astreoides,born,t
NA,juvenile,0,0.38,porites astreoides,born,t
NA,juvenile,0,1.29,porites astreoides,born,t
NA,juvenile,0,2.38,porites astreoides,born,t
NA,juvenile,0,0.61,porites astreoides,born,t
NA,juvenile,0,2.99,porites astreoides,born,t
NA,juvenile,0,2.12,porites astreoides,born,t
NA,juvenile,0,1.44,porites astreoides,born,t
NA,juvenile,0,0.34,porites astreoides,born,t
NA,juvenile,0,1.34,porites astreoides,born,t
NA,juvenile,0,2.06,porites astreoides,born,t
NA,juvenile,0,1.07,porites astreoides,born,t
NA,juvenile,0,2.36,porites astreoides,born,t
NA,juvenile,0,2.05,porites astreoides,born,t
NA,juvenile,0,1.42,porites astreoides,born,t
NA,juvenile,0,2.2,porites astreoides,born,t
juvenile,dead,5.58,0,porites astreoides,dead,t
juvenile,dead,2.57,0,porites astreoides,dead,t
juvenile,juvenile,6.61,10.15,porites astreoides,grow,t
juvenile,juvenile,14.73,15.94,porites astreoides,grow,t
juvenile,juvenile,16.04,20.07,porites astreoides,grow,t
intermediate,intermediate,56.7,63.72,porites astreoides,grow,t
juvenile,juvenile,11.27,13.6,porites astreoides,grow,t
juvenile,juvenile,21.74,32.45,porites astreoides,grow,t
juvenile,juvenile,4.27,5.14,porites astreoides,grow,t
juvenile,juvenile,4.4,5.89,porites astreoides,grow,t
juvenile,juvenile,4.47,13.94,porites astreoides,grow,t
juvenile,intermediate,38.08,57.52,porites astreoides,grow,t
juvenile,juvenile,21.63,28.66,porites astreoides,grow,t
juvenile,juvenile,0.42,1.93,porites astreoides,grow,t
juvenile,juvenile,1.16,2.66,porites astreoides,grow,t
juvenile,juvenile,7.87,19.73,porites astreoides,grow,t
juvenile,juvenile,14.4,20.88,porites astreoides,grow,t
juvenile,juvenile,1.58,4.05,porites astreoides,grow,t
juvenile,juvenile,25.55,38.93,porites astreoides,grow,t
juvenile,juvenile,5.42,11.11,porites astreoides,grow,t
juvenile,juvenile,13.78,25.2,porites astreoides,grow,t
juvenile,juvenile,1.31,4.1,porites astreoides,grow,t
juvenile,intermediate,38.99,64.36,porites astreoides,grow,t
juvenile,juvenile,3.68,8.49,porites astreoides,grow,t
juvenile,juvenile,4.75,5.84,porites astreoides,grow,t
juvenile,juvenile,2.39,3.07,porites astreoides,grow,t
juvenile,juvenile,29.57,33.71,porites astreoides,grow,t
juvenile,juvenile,14.62,22.38,porites astreoides,grow,t
juvenile,juvenile,4.56,11.19,porites astreoides,grow,t
juvenile,juvenile,16.94,25.62,porites astreoides,grow,t
juvenile,juvenile,12.23,15.6,porites astreoides,grow,t
juvenile,adult,11.54,105.6,porites astreoides,grow,t
juvenile,juvenile,33.56,39.72,porites astreoides,grow,t
juvenile,juvenile,18.64,25.27,porites astreoides,grow,t
juvenile,juvenile,21.84,24.47,porites astreoides,grow,t
juvenile,juvenile,8.96,11.01,porites astreoides,grow,t
juvenile,juvenile,7,18.53,porites astreoides,grow,t
juvenile,juvenile,3.71,8.37,porites astreoides,grow,t
juvenile,juvenile,6.13,19.75,porites astreoides,grow,t
juvenile,juvenile,5.89,12.48,porites astreoides,grow,t
intermediate,intermediate,52.62,63.71,porites astreoides,grow,t
juvenile,juvenile,12.6,19.63,porites astreoides,grow,t
juvenile,juvenile,6.72,10.51,porites astreoides,grow,t
juvenile,juvenile,25.32,39.11,porites astreoides,grow,t
intermediate,adult,87.55,123.89,porites astreoides,grow,t
juvenile,juvenile,9.37,13.02,porites astreoides,grow,t
juvenile,juvenile,12.36,16.97,porites astreoides,grow,t
juvenile,juvenile,8.25,19.41,porites astreoides,grow,t
juvenile,juvenile,6.34,7.17,porites astreoides,grow,t
juvenile,juvenile,38.97,44.58,porites astreoides,grow,t
juvenile,juvenile,24.87,30.37,porites astreoides,grow,t
juvenile,juvenile,18.04,19.13,porites astreoides,grow,t
juvenile,juvenile,13.82,15.29,porites astreoides,grow,t
juvenile,juvenile,23.96,44.3,porites astreoides,grow,t
intermediate,intermediate,54.45,77.35,porites astreoides,grow,t
juvenile,juvenile,4.86,8.35,porites astreoides,grow,t
juvenile,juvenile,6.69,11.25,porites astreoides,grow,t
juvenile,juvenile,10.28,14.12,porites astreoides,grow,t
juvenile,juvenile,3.51,4.27,porites astreoides,grow,t
juvenile,juvenile,25.24,39.3,porites astreoides,grow,t
intermediate,intermediate,51.28,58.43,porites astreoides,grow,t
juvenile,juvenile,16.63,42.59,porites astreoides,grow,t
juvenile,juvenile,12.59,19.52,porites astreoides,grow,t
juvenile,juvenile,16.68,26.57,porites astreoides,grow,t
juvenile,juvenile,11.63,22.37,porites astreoides,grow,t
juvenile,juvenile,6.77,11.42,porites astreoides,grow,t
juvenile,juvenile,1.33,4.68,porites astreoides,grow,t
juvenile,juvenile,3.34,3.69,porites astreoides,grow,t
juvenile,juvenile,9.92,16.91,porites astreoides,grow,t
intermediate,intermediate,56.38,60.08,porites astreoides,grow,t
juvenile,juvenile,7.41,18.25,porites astreoides,grow,t
intermediate,intermediate,66.69,87.02,porites astreoides,grow,t
juvenile,juvenile,13.32,21.11,porites astreoides,grow,t
juvenile,juvenile,10.56,15.47,porites astreoides,grow,t
juvenile,juvenile,9.32,10.71,porites astreoides,grow,t
juvenile,juvenile,6.53,10.55,porites astreoides,grow,t
juvenile,juvenile,5.61,10.76,porites astreoides,grow,t
juvenile,juvenile,13.81,15.63,porites astreoides,grow,t
juvenile,juvenile,0.75,2.85,porites astreoides,grow,t
adult,adult,191.86,208.05,porites astreoides,grow,t
juvenile,juvenile,3.22,6.49,porites astreoides,grow,t
juvenile,juvenile,6.66,10.17,porites astreoides,grow,t
juvenile,juvenile,31.78,49.67,porites astreoides,grow,t
juvenile,juvenile,4.32,6.21,porites astreoides,grow,t
juvenile,juvenile,9.36,13.33,porites astreoides,grow,t
juvenile,juvenile,20.7,28.31,porites astreoides,grow,t
juvenile,juvenile,6.92,9.34,porites astreoides,grow,t
juvenile,juvenile,14.51,22.68,porites astreoides,grow,t
juvenile,juvenile,1.67,2.28,porites astreoides,grow,t
juvenile,juvenile,22.17,34.82,porites astreoides,grow,t
juvenile,juvenile,5.5,10.2,porites astreoides,grow,t
intermediate,intermediate,72.12,82.56,porites astreoides,grow,t
juvenile,juvenile,19.66,20.76,porites astreoides,grow,t
juvenile,juvenile,14.01,27.3,porites astreoides,grow,t
juvenile,juvenile,17.16,23.72,porites astreoides,grow,t
intermediate,intermediate,58.85,71.82,porites astreoides,grow,t
juvenile,juvenile,3.71,8.34,porites astreoides,grow,t
juvenile,juvenile,20.28,31.51,porites astreoides,grow,t
juvenile,juvenile,4.21,7.2,porites astreoides,grow,t
juvenile,juvenile,0.9,1.92,porites astreoides,grow,t
juvenile,juvenile,5.34,21.24,porites astreoides,grow,t
juvenile,juvenile,2.88,6.65,porites astreoides,grow,t
juvenile,juvenile,4.75,17.62,porites astreoides,grow,t
juvenile,juvenile,2.9,5.43,porites astreoides,grow,t
juvenile,juvenile,2.1,2.52,porites astreoides,grow,t
juvenile,juvenile,1.53,2.08,porites astreoides,grow,t
juvenile,juvenile,2,2.24,porites astreoides,grow,t
juvenile,juvenile,4.2,9.71,porites astreoides,grow,t
juvenile,juvenile,4.77,5.91,porites astreoides,grow,t
juvenile,juvenile,7.3,14.59,porites astreoides,grow,t
juvenile,juvenile,4.17,4.7,porites astreoides,grow,t
juvenile,juvenile,8.85,10.5,porites astreoides,grow,t
juvenile,juvenile,5.01,5.38,porites astreoides,grow,t
juvenile,juvenile,1.99,4.19,porites astreoides,grow,t
juvenile,juvenile,3.95,5.24,porites astreoides,grow,t
juvenile,juvenile,1.35,2.17,porites astreoides,grow,t
juvenile,juvenile,3.2,4.86,porites astreoides,grow,t
juvenile,juvenile,1.14,2.87,porites astreoides,grow,t
juvenile,juvenile,2.38,5.22,porites astreoides,grow,t
juvenile,juvenile,4.18,4.44,porites astreoides,grow,t
juvenile,juvenile,2.31,3.36,porites astreoides,grow,t
juvenile,juvenile,8.89,17.43,porites astreoides,grow,t
juvenile,juvenile,2.27,4.53,porites astreoides,grow,t
juvenile,juvenile,3.59,4.38,porites astreoides,grow,t
juvenile,juvenile,3.49,4.48,porites astreoides,grow,t
juvenile,juvenile,1.99,3.32,porites astreoides,grow,t
juvenile,juvenile,7.91,14.84,porites astreoides,n/s,t
juvenile,juvenile,6.91,14.84,porites astreoides,n/s,t
juvenile,juvenile,25.13,3.64,porites astreoides,n/s,t
juvenile,juvenile,25.13,9.26,porites astreoides,n/s,t
adult,adult,114.78,115.51,porites astreoides,same,t
juvenile,juvenile,6.62,6.62,porites astreoides,same,t
juvenile,juvenile,36.65,35.32,porites astreoides,same,t
juvenile,juvenile,8.52,8.62,porites astreoides,same,t
juvenile,juvenile,9.06,9.32,porites astreoides,same,t
juvenile,juvenile,26.28,27.09,porites astreoides,same,t
adult,adult,193.43,185.72,porites astreoides,same,t
adult,adult,105.57,102.21,porites astreoides,same,t
juvenile,juvenile,20.84,20.12,porites astreoides,same,t
adult,adult,141.44,140.38,porites astreoides,same,t
juvenile,juvenile,49.35,48.85,porites astreoides,same,t
juvenile,juvenile,14.32,11.94,porites astreoides,shrink,t
juvenile,juvenile,14.36,6.77,porites astreoides,shrink,t
juvenile,juvenile,3.58,1.21,porites astreoides,shrink,t
juvenile,juvenile,7.96,3.47,porites astreoides,shrink,t
juvenile,juvenile,3.61,2.54,porites astreoides,shrink,t
juvenile,juvenile,5.03,2.55,porites astreoides,shrink,t
adult,intermediate,101.23,96.17,porites astreoides,shrink,t
juvenile,juvenile,10.47,4.79,porites astreoides,shrink,t
juvenile,juvenile,19.9,11.06,porites astreoides,shrink,t
juvenile,juvenile,21.91,15.67,porites astreoides,shrink,t
adult,intermediate,128.68,90.02,porites astreoides,shrink,t
adult,juvenile,128.68,2.71,porites astreoides,shrink,t
adult,juvenile,136.66,46.76,porites astreoides,shrink,t
adult,intermediate,136.66,53.63,porites astreoides,shrink,t
adult,intermediate,103.31,67.67,porites astreoides,shrink,t
adult,adult,111.03,101.16,porites astreoides,shrink,t
adult,adult,409.98,281.81,porites astreoides,shrink,t
juvenile,juvenile,13.89,4.71,porites astreoides,shrink,t
juvenile,juvenile,18.22,11.38,porites astreoides,shrink,t
juvenile,juvenile,12.11,2.89,porites astreoides,shrink,t
intermediate,juvenile,79.36,35.4,porites astreoides,shrink,t
intermediate,juvenile,79.36,11.93,porites astreoides,shrink,t
juvenile,juvenile,46.56,18.84,porites astreoides,shrink,t
adult,adult,650.47,606.03,porites astreoides,shrink,t
adult,intermediate,102.02,77.98,porites astreoides,shrink,t
adult,adult,257.02,238.98,porites astreoides,shrink,t
juvenile,juvenile,17.85,15.93,porites astreoides,shrink,t
juvenile,juvenile,44.17,25.56,porites astreoides,shrink,t
intermediate,intermediate,66.95,58.31,porites astreoides,shrink,t
adult,adult,206.65,168.17,porites astreoides,shrink,t
juvenile,juvenile,46.86,17.24,porites astreoides,shrink,t
juvenile,juvenile,19.87,15.18,porites astreoides,shrink,t
juvenile,juvenile,6.32,3.56,porites astreoides,shrink,t
juvenile,juvenile,14.4,13.15,porites astreoides,shrink,t
juvenile,juvenile,4.56,4.15,porites astreoides,shrink,t
juvenile,juvenile,1.74,1.2,porites astreoides,shrink,t
NA,juvenile,0,3.64,porites astreoides,born,t
NA,juvenile,0,1.24,porites astreoides,born,t
NA,juvenile,0,2.15,porites astreoides,born,t
NA,juvenile,0,2.41,porites astreoides,born,t
adult,adult,222.91,246.87,porites astreoides,grow,t
juvenile,juvenile,18.27,30.61,porites astreoides,grow,t
juvenile,juvenile,4.26,4.73,porites astreoides,grow,t
juvenile,juvenile,2.12,6.8,porites astreoides,grow,t
juvenile,juvenile,7.5,9.66,porites astreoides,grow,t
juvenile,juvenile,5.02,7.18,porites astreoides,grow,t
juvenile,juvenile,2.79,9.53,porites astreoides,grow,t
juvenile,juvenile,6.77,11.28,porites astreoides,grow,t
juvenile,juvenile,9.64,13.84,porites astreoides,grow,t
juvenile,juvenile,15.57,18.72,porites astreoides,grow,t
juvenile,juvenile,2.62,3.96,porites astreoides,grow,t
juvenile,juvenile,2.48,8,porites astreoides,grow,t
juvenile,juvenile,8.98,22.12,porites astreoides,grow,t
juvenile,juvenile,11.84,18.75,porites astreoides,grow,t
juvenile,juvenile,1.83,6.57,porites astreoides,grow,t
juvenile,juvenile,14.02,22.65,porites astreoides,grow,t
juvenile,juvenile,0.91,4.57,porites astreoides,grow,t
juvenile,juvenile,1.15,7.03,porites astreoides,grow,t
juvenile,juvenile,1.99,9,porites astreoides,grow,t
juvenile,juvenile,1.34,3.94,porites astreoides,grow,t
juvenile,juvenile,1.04,1.46,porites astreoides,grow,t
juvenile,juvenile,2.83,5.93,porites astreoides,grow,t
juvenile,juvenile,2.89,3.35,porites astreoides,grow,t
juvenile,juvenile,7.18,9.2,porites astreoides,grow,t
juvenile,juvenile,5.14,9.83,porites astreoides,grow,t
juvenile,juvenile,0.75,2.09,porites astreoides,grow,t
juvenile,juvenile,5.45,9.2,porites astreoides,grow,t
juvenile,juvenile,13.21,19.05,porites astreoides,grow,t
juvenile,juvenile,2.16,3.74,porites astreoides,grow,t
juvenile,juvenile,7.92,11.29,porites astreoides,grow,t
juvenile,juvenile,9.56,27.3,porites astreoides,grow,t
juvenile,juvenile,8.63,19.87,porites astreoides,grow,t
juvenile,juvenile,10.93,31.19,porites astreoides,grow,t
adult,adult,218.18,230.78,dlab,grow,t
juvenile,juvenile,8.44,13.57,porites astreoides,grow,t
juvenile,juvenile,2.43,6,porites astreoides,grow,t
juvenile,juvenile,16.7,20.64,porites astreoides,grow,t
juvenile,juvenile,2.25,6.31,porites astreoides,grow,t
juvenile,juvenile,25.07,35.6,porites astreoides,grow,t
juvenile,juvenile,18.49,30.82,porites astreoides,grow,t
intermediate,adult,96.96,140.82,porites astreoides,grow,t
juvenile,intermediate,5.79,67.51,porites astreoides,n/s,t
juvenile,intermediate,27.37,67.51,porites astreoides,n/s,t
adult,adult,369.11,385.64,porites astreoides,same,t
adult,adult,210.18,216.59,porites astreoides,same,t
adult,adult,178.53,171.86,porites astreoides,same,t
intermediate,intermediate,63.73,64.61,porites astreoides,same,t
adult,adult,155.78,126.86,porites astreoides,shrink,t
intermediate,juvenile,78.31,15.64,porites astreoides,shrink,t
juvenile,juvenile,8.98,5.09,porites astreoides,shrink,t
intermediate,intermediate,79.26,71.25,porites astreoides,shrink,t
juvenile,juvenile,7.17,5.04,porites astreoides,shrink,t
juvenile,juvenile,13.58,12.17,porites astreoides,shrink,t
adult,adult,303.77,286.98,porites astreoides,shrink,t
adult,adult,144.27,114.88,porites astreoides,shrink,t
juvenile,juvenile,6.96,5.07,porites astreoides,shrink,t
juvenile,juvenile,7.64,4.69,porites astreoides,shrink,t
juvenile,juvenile,24.19,21.45,porites astreoides,shrink,t
juvenile,juvenile,7.15,6.79,porites astreoides,shrink,t
NA,juvenile,0,2.15,porites astreoides,born,t
NA,juvenile,0,2.22,porites astreoides,born,t
NA,juvenile,0,0.8,porites astreoides,born,t
NA,juvenile,0,2.1,porites astreoides,born,t
NA,juvenile,0,1.62,porites astreoides,born,t
NA,juvenile,0,1.1,porites astreoides,born,t
NA,juvenile,0,2.55,porites astreoides,born,t
NA,juvenile,0,3.3,porites astreoides,born,t
NA,juvenile,0,3.81,porites astreoides,born,t
NA,juvenile,0,3.05,porites astreoides,born,t
NA,juvenile,0,1.71,porites astreoides,born,t
NA,juvenile,0,1.43,porites astreoides,born,t
NA,juvenile,0,2.79,porites astreoides,born,t
NA,juvenile,0,2.61,porites astreoides,born,t
NA,juvenile,0,1.62,porites astreoides,born,t
NA,juvenile,0,2.53,porites astreoides,born,t
NA,juvenile,0,1.36,porites astreoides,born,t
NA,juvenile,0,3.91,porites astreoides,born,t
NA,juvenile,0,1.26,porites astreoides,born,t
juvenile,dead,37.83,0,porites astreoides,dead,t
intermediate,dead,59.46,0,porites astreoides,dead,t
juvenile,dead,11.14,0,porites astreoides,dead,t
juvenile,dead,2.77,0,porites astreoides,dead,t
juvenile,juvenile,10.6,19.16,porites astreoides,grow,t
juvenile,juvenile,5.8,14.09,porites astreoides,grow,t
juvenile,juvenile,13.64,22.24,porites astreoides,grow,t
juvenile,juvenile,5.77,11.13,porites astreoides,grow,t
juvenile,juvenile,13.35,26.99,porites astreoides,grow,t
juvenile,juvenile,21.28,30.24,porites astreoides,grow,t
juvenile,juvenile,9.76,14.42,porites astreoides,grow,t
juvenile,juvenile,8.99,12.45,porites astreoides,grow,t
juvenile,juvenile,2.71,4.88,porites astreoides,grow,t
intermediate,intermediate,72.88,80.96,porites astreoides,grow,t
adult,adult,102.51,110.52,porites astreoides,grow,t
juvenile,juvenile,20.48,26.4,porites astreoides,grow,t
juvenile,juvenile,7.54,11.91,porites astreoides,grow,t
intermediate,intermediate,59.31,66.76,porites astreoides,grow,t
juvenile,juvenile,7.75,17.22,porites astreoides,grow,t
juvenile,juvenile,1.1,3.63,porites astreoides,grow,t
juvenile,juvenile,25.64,38.97,porites astreoides,grow,t
juvenile,juvenile,6.94,10.28,porites astreoides,grow,t
juvenile,juvenile,10.8,11.54,porites astreoides,grow,t
juvenile,juvenile,12.97,17.78,porites astreoides,grow,t
juvenile,juvenile,6.65,7.12,porites astreoides,grow,t
juvenile,juvenile,17.94,22.21,porites astreoides,grow,t
juvenile,juvenile,14.4,18.7,porites astreoides,grow,t
juvenile,juvenile,3.5,9.21,porites astreoides,grow,t
juvenile,juvenile,13.27,21.44,porites astreoides,grow,t
juvenile,juvenile,13.52,18.2,porites astreoides,grow,t
juvenile,juvenile,5.05,9.03,porites astreoides,grow,t
juvenile,juvenile,3.56,5.9,porites astreoides,grow,t
juvenile,juvenile,2.2,9.51,porites astreoides,grow,t
